ownershipEN,locationZH,relevantDistrictCouncilZH,nameZH,ownershipZH,locationEN,nameEN,relevantDistrictCouncilEN,items
Multiple Ownership,將軍澳運亨路8號,西貢,叠翠軒,共有業權,"8 Wan Hang Road, Tseung Kwan O",The Pinnacle,SAI KUNG,
Multiple Ownership,將軍澳培成路18號,西貢,海悅豪園,共有業權,"18 Pui Shing Road, Tseung Kwan O",Maritime Bay,SAI KUNG,
Multiple Ownership,觀塘道410號,觀塘,觀塘道410號,共有業權,410 Kwun Tong Road,410 Kwun Tong Road,KWUN TONG,
Multiple Ownership,上水馬適路38號,北區,皇府山,共有業權,"38 Ma Sik Road, Sheung Shui",Noble Hill,NORTH,
Multiple Ownership,觀塘創業街13A號,觀塘,觀塘創業街13A號,共有業權,"13A Chong Yip Street,Kwun Tong","13A Chong Yip Street,Kwun Tong",KWUN TONG,
Multiple Ownership,粉嶺和滿街8號,北區,帝庭軒,共有業權,"8 Wo Mun Street, Fanling",Regentville,NORTH,
Multiple Ownership,上水營盤粉錦公路 328號,北區,邁爾豪園,共有業權,"328 Fan Kam Road, Ying Pun,Sheung Shui",Miami Crescent,NORTH,
Multiple Ownership,將軍澳貿業路8號,西貢,都會豪庭新都城3期,共有業權,"8 Mau Yip Road, Tseung Kwan O",The Metropolis Metro City Phase 3,SAI KUNG,
Multiple Ownership,竹洋路100號,西貢,樂濤居,共有業權,100 Chuk Yeung Road,Lotus Villas,SAI KUNG,
Single Ownership,丈量約份第 243 約地段第 1503 號 碧沙路 20-22 號,西貢,丈量約份第243約地段第1503號碧沙路20-22號,單一業權,Lot 1503 in DD 24320-22 Pik Sha Road,Lot 1503 in DD 24320-22 Pik Sha Road,SAI KUNG,
Multiple Ownership,將軍澳銀澳路1號,西貢,新寶城,共有業權,"1 Ngan O Road, Tseung Kwan O",La Cite Noble,SAI KUNG,
Multiple Ownership,上水龍運街8號,北區,新都廣場,共有業權,"8 Lung Wan Street, Sheung Shui",Metropolis Plaza,NORTH,
Multiple Ownership,打鼓嶺清水灣道,西貢,松濤苑,共有業權,"Clear Water Bay Road, Ta Ku Ling",Las Pinadas,SAI KUNG,
Multiple Ownership,粉嶺百和路55號百福村,北區,禎祥園,共有業權,"Pak Fuk Tsuen,55 Pak Wo Road, Fanling",Magdalene Garden,NORTH,
Multiple Ownership,上水龍琛路33號,北區,龍豐花園,共有業權,"33 Lung Sum Avenue, Sheung Shui",Lung Fung Garden,NORTH,
Multiple Ownership,竹洋路6-8號,西貢,雄愉花園,共有業權,6 - 8 Chuk Yeung Road,Hunlicar Garden,SAI KUNG,
Single Ownership,銀岬路9號,西貢,翠湖別墅,單一業權,9 Silver Cape Road,La Casa Bella,SAI KUNG,
Multiple Ownership,竹角路9號,西貢,康曦花園,共有業權,9 Chuk Kok Road,Hong Hay Villa,SAI KUNG,
Multiple Ownership,粉嶺馬適路1號,北區,逸峯,共有業權,"1 Ma Sik Road, Fanling",Green Code,NORTH,
Multiple Ownership,甘澍路8號,西貢,東桂,共有業權,8 Kam Shue Road,Hilltop Villa,SAI KUNG,
Multiple Ownership,粉嶺和滿街9號,北區,御庭軒,共有業權,"9 Wo Mun Street, Fanling",Grand Regentville,NORTH,
Multiple Ownership,青泰路28號,屯門,富安新邨,共有業權,28 Tsing Tai Road,Fiona Garden,TUEN MUN,
Multiple Ownership,坑口永隆路36號,西貢,海濤別墅,共有業權,36 Hang Hau Wing Lung Road,The Chalet,SAI KUNG,
Multiple Ownership,飛鵝山飛霞路17號,西貢,天鵝小築,共有業權,"17 Fei Ha Road,Fei Ngo Shan",Swan Villas,SAI KUNG,
Multiple Ownership,青翠徑11號,屯門,雅麗花園,共有業權,11 Tsing Chui Path,Elite Garden,TUEN MUN,
Multiple Ownership,新青街20號,屯門,雅都花園,共有業權,20 San Tsing Street,Eldo Court,TUEN MUN,
Multiple Ownership,馬鞍山西沙路628號,沙田,海濤居,共有業權,"628 Sai Sha Road,Ma On Shan",Tolo Place,SHA TIN,
Multiple Ownership,馬鞍山鞍駿街8號,沙田,海典居,共有業權,"8 On Chun Street,Ma On Shan",Villa Oceania,SHA TIN,
Multiple Ownership,大圍恆樂里11 - 13號,沙田,山居小築,共有業權,"11 - 13 Hang Lok Lane, Tai Wai",Vermount Villa,SHA TIN,
Multiple Ownership,福亨村路138號,屯門,綠怡居,共有業權,138 Fuk Hang Tsuen Road,Botania Villa,TUEN MUN,
Multiple Ownership,屯門鄉事會路83號,屯門,瓏門,共有業權,83 Tuen Mun Heung Sze Wui Road,Century Gateway,TUEN MUN,
Single Ownership,浩洋街 96 號,屯門,珠江貨倉2,單一業權,96 Ho Yeung Street,Chu Kong Godown 2,TUEN MUN,
Multiple Ownership,石排頭徑1號,屯門,卓爾居,共有業權,1 Shek Pai Tau Path,Chelsea Heights,TUEN MUN,
Multiple Ownership,馬鞍山鞍誠街22號,沙田,新港城C-D座,共有業權,"22 On Shing Street,Ma On Shan","Sunshine City,Block C - D",SHA TIN,
Multiple Ownership,銅鑼灣山路,沙田,嘉御山,共有業權,Tung Lo Wan Hill Road,The Great Hill,SHA TIN,
Multiple Ownership,青松觀路33號,屯門,澤豐花園,共有業權,33 Tsing Chung Koon Road,Affluence Garden,TUEN MUN,
Multiple Ownership,馬鞍山鞍誠街18號,沙田,新港城A-B座,共有業權,"18 On Shing Street,Ma On Shan","Sunshine City,Block A - B",SHA TIN,
Multiple Ownership,馬鞍山鞍祿街18號,沙田,新港城,共有業權,"18 On Luk Street,Ma On Shan",Sunshine City,SHA TIN,
Multiple Ownership,圓洲角路11號,沙田,春暉花園,共有業權,11 Yuen Chau Kok Road,Springfield Garden,SHA TIN,
Multiple Ownership,崗背街1 - 3號,沙田,花園城第二期,共有業權,1 - 3 Kong Pui Street,Shatin Park Stage 2,SHA TIN,
Multiple Ownership,崗背街13 - 15號,沙田,花園城第三期,共有業權,13 - 15 Kong Pui Street,Shatin Park Stage 3,SHA TIN,
Single Ownership,沙角街8 - 12號,沙田,花園城第一期,單一業權,8 - 12 Sha Kok Street,Shatin Park Stage 1,SHA TIN,
Single Ownership,沙田大埔公路 – 沙田段6001號,沙田,沙田馬場,單一業權,"6001 Tai Po Road-ShaTin, Sha Tin",Sha Tin Racecourse,SHA TIN,
Multiple Ownership,南灣道61號,南區,華景園,共有業權,61 South Bay Road,Grand Garden,SOUTHERN,
Multiple Ownership,沙田正街21 - 27號,沙田,沙田廣場,共有業權,21 - 27 Sha Tin Centre Street,Sha Tin Plaza,SHA TIN,
Multiple Ownership,瞭望里18號,大埔,蔚海山莊,共有業權,18 Lookout Link,Villa Costa,TAI PO,
Single Ownership,元洲仔里,大埔,煤氣檢管站,單一業權,Island House Lane,Town Gas Pigging Station,TAI PO,
Multiple Ownership,南運路9號,大埔,新達廣場,共有業權,9 Nam Wan Road,Uptown Plaza,TAI PO,
Multiple Ownership,大埔公路4233號 大埔滘段,大埔,松苑,共有業權,"4233 Tai Po Road,Tai Po Kau",Tolo Ridge,TAI PO,
Multiple Ownership,佳美道12號,南區,海明山,共有業權,12 Carmel Road,Carmel Hill,SOUTHERN,
Multiple Ownership,火炭山尾街18 - 24號,沙田,沙田商業中心,共有業權,"18 - 24 Shan Mei Street, Fo Tan",Sha Tin Galleria,SHA TIN,
Multiple Ownership,福華街188號,深水埗,海峯,共有業權,188 Fuk Wa Street,Vista,SHAM SHUI PO,
Single Ownership,長沙灣道681號,深水埗,貿易廣場,單一業權,681 Cheung Sha Wan Road,Trade Square,SHAM SHUI PO,
Multiple Ownership,南灣道57號,南區,南灣道57號,共有業權,57 South Bay Road,Belgravia,SOUTHERN,
Multiple Ownership,悠安街21號,沙田,湖景花園,共有業權,21 Yau On Street,Lakeview Garden,SHA TIN,
Multiple Ownership,深盛路9號,深水埗,宇晴軒,共有業權,9 Sham Shing Road,The Pacifica,SHAM SHUI PO,
Multiple Ownership,馬鞍山西沙路599號,沙田,銀湖天峰,共有業權,"599 Sai Sha Road, Ma On Shan",Lake Silver,SHA TIN,
Multiple Ownership,崗背街5號,沙田,皇御居,共有業權,5 Kong Pui Street,Kingston Lodge,SHA TIN,
Multiple Ownership,沙田圍路1 - 7號,沙田,勵城花園,共有業權,1 - 7 Sha Tin Wai Road,Lai Shing Garden,SHA TIN,
Multiple Ownership,汀角路61號,大埔,樂賢居,共有業權,61 Ting Kok Road,Riviera Lodge,TAI PO,
Multiple Ownership,燕子里18號,大埔,海景山莊,共有業權,18 Yin Tse Lane,Seaview Villas,TAI PO,
Multiple Ownership,大埔公路 - 元洲仔段3985號,大埔,御泓居,共有業權,"3985 Tai Po Road,Yuen Chau Tsai",Riverain Bayside,TAI PO,
Multiple Ownership,露輝路33號,大埔,嘉豐花園,共有業權,33 Lo Fai Road,Richwood Park,TAI PO,
Multiple Ownership,大圍積存街38 - 44號,沙田,嘉全樓,共有業權,"38 - 44 Chik Chuen Street, Tai Wai",Ka Chuen House,SHA TIN,
Multiple Ownership,荔枝角道833號,深水埗,昇悅居,共有業權,833 Lai Chi Kok Road,Liberte,SHAM SHUI PO,
Multiple Ownership,昌華街38號,深水埗,麗寶花園,共有業權,38 Cheung Wah Street,Lai Bo Garden,SHAM SHUI PO,
Multiple Ownership,樂景街2 - 18號,沙田,銀禧花園,共有業權,2 - 18 Lok King Street,Jubilee Garden,SHA TIN,
Single Ownership,山尾街36 - 42號,沙田,嘉里(沙田)貨倉,單一業權,36 - 42 Shan Mei Street,Kerry Godown (Shatin),SHA TIN,
Multiple Ownership,寶湖道3號,大埔,寶湖花園,共有業權,3 Plover Cove Road,Plover Cove Garden,TAI PO,
Multiple Ownership,安慈路3號,大埔,翠屏花園,共有業權,3 On Chee Road,Jade Plaza,TAI PO,
Multiple Ownership,積運街2 - 8號,沙田,海福花園,共有業權,2 - 8 Chik Wan Street,Holford Gardens,SHA TIN,
Multiple Ownership,達之路80 號,深水埗,又一城,共有業權,80 Tat Chee Avenue,Festival Walk,SHAM SHUI PO,
Single Ownership,西貢北年明路1號,大埔,香港浸信會神學院,單一業權,"1 Nin Ming Road,Sai Kung North",Hong Kong Baptist Theological Seminary,TAI PO,
Multiple Ownership,昌華街 23 號,深水埗,富華廣場,共有業權,23 Cheung Wah Street,Florence Plaza,SHAM SHUI PO,
Single Ownership,恒樂里5號,沙田,恒樂苑,單一業權,5 Hang Lok Lane,Harmony Lodge,SHA TIN,
Multiple Ownership,沙田正街3 - 9號,沙田,希爾頓中心,共有業權,3 - 9 Sha Tin Centre Street,Hilton Plaza,SHA TIN,
Multiple Ownership,顯泰街18號,沙田,名家滙,共有業權,18 Hin Tai Street,Hill Paramount,SHA TIN,
Multiple Ownership,安慈路4號,大埔,昌運中心,共有業權,4 On Chee Road,Fortune Plaza,TAI PO,
Multiple Ownership,山賢路8號,大埔,大埔寶馬山,共有業權,"8 Shan Yin Road,Tai Po",Grand Palisades,TAI PO,
Multiple Ownership,沙角街7 - 11號,沙田,翠華花園,共有業權,7 - 11 Sha Kok Street,Greenwood Garden,SHA TIN,
Multiple Ownership,翠樂街9號,大埔,翠林閣,共有業權,9 Chui Lok Street,Evergreen Court,TAI PO,
Single Ownership,大南西街609號,深水埗,永義廣場,單一業權,609 Tai Nan West Street,Easy Tower,SHAM SHUI PO,
Multiple Ownership,欽州街37K號,深水埗,西九龍中心,共有業權,37K Yen Chow Street,Dragon Centre,SHAM SHUI PO,
Multiple Ownership,沙田圍路9 - 11號,沙田,田園閣,共有業權,9 - 11 Sha Tin Wai Road,Greenfield Court,SHA TIN,
Multiple Ownership,大埔公路 - 大埔滘段4188號,大埔,叠翠豪庭,共有業權,4188 Tai Po Road - Tai Po Kau,Emerald Palace,TAI PO,
Multiple Ownership,南運路1 - 7號,大埔,富雅花園,共有業權,1 - 7 Nam Wan Road,Elegance Garden,TAI PO,
Multiple Ownership,龍坪道15-19號,深水埗,畢架山花園(第二期),共有業權,15-19 Lung Ping Road,Beacon Heights (Phase II),SHAM SHUI PO,
Multiple Ownership,大埔公路 - 大埔滘段4883號,大埔,觀海崇庭,共有業權,"4883 Tai Po Road - Tai Po Kau, Tai Po",Dragon Fountain,TAI PO,
Multiple Ownership,大埔公路 - 大埔滘段4699號,大埔,鹿茵山莊,共有業權,4699 Tai Po Road - Tai Po Kau,Deerhill Bay,TAI PO,
Single Ownership,界限街大坑東遊樂場,深水埗,界限街變電站,單一業權,"Tai Hang Tung Recreation Ground, Boundary Street",Boundary Street Electricity Substation,SHAM SHUI PO,
Multiple Ownership,深盛路8號,深水埗,碧海藍天,共有業權,8 Sham Shing Road,Aqua Marine,SHAM SHUI PO,
Multiple Ownership,良德街11號,屯門,寶怡花園,共有業權,11 Leung Tak Street,Blossom Garden,TUEN MUN,
Multiple Ownership,樂怡街5號,屯門,輝固發展中心,共有業權,5 Lok Yi Street,Fugro Development Centre,TUEN MUN,
Single Ownership,大埔瞭望里12號,大埔,大埔瞭望里12號,單一業權,"12 Lookout Link,Tai Po","12 Lookout Link,Tai Po",TAI PO,
Multiple Ownership,紅林路1號大埔公路 - 大埔滘段,大埔,滌濤山,共有業權,"1 Hung Lam Drive, Tai Po Road - Tai Po Kau",Constellation Cove,TAI PO,
Multiple Ownership,沙田正街11 - 17號,沙田,偉華中心,共有業權,11 - 17 Sha Tin Centre Street,Wai Wah Centre,SHA TIN,
Multiple Ownership,樂翠街21號,屯門,芳苑,共有業權,21 Lok Chui Street,Fontana Villa,TUEN MUN,
Single Ownership,長沙灣道909號,深水埗,長沙灣道909號,單一業權,909 Cheung Sha WanRoad,909 Cheung Sha WanRoad,SHAM SHUI PO,
Single Ownership,永康街9號,深水埗,永康街9號,單一業權,9 Wing Hong Street,9 Wing Hong Street,SHAM SHUI PO,
Multiple Ownership,大埔公路沙田嶺段 8006號,沙田,桂園,共有業權,"8006 Tai Po Road, Sha Tin Heights",Woodcrest Hill,SHA TIN,
Multiple Ownership,公園南路9號,元朗,藝典居,共有業權,9 Town Park Road South,Villa Art Deco,YUEN LONG,
Multiple Ownership,屯仁街2號,屯門,屯門市廣場(第三期),共有業權,2 Tuen Yan Street,Tuen Mun Town Plaza (Phase III),TUEN MUN,
Multiple Ownership,元龍街9號,元朗,Yoho Midtown,共有業權,9 Yuen Lung Street,Yoho Midtown,YUEN LONG,
Multiple Ownership,晏架街65號及 鐵樹街43號,油尖旺,海康大廈,共有業權,"65 Anchor Street and,43 Tit Shu Street",Hoi Hong Building,YAU TSIM MONG,
Multiple Ownership,屯隆街3號,屯門,屯門市廣場(第二期),共有業權,3 Tuen Lung Street,Tuen Mun Town Plaza (Phase II),TUEN MUN,
Multiple Ownership,太子道西193號,油尖旺,新世紀廣場,共有業權,193 Prince Edward Road West,Grand Century Place,YAU TSIM MONG,
Multiple Ownership,長樂街19號,油尖旺,拔萃豪庭,共有業權,19 Cheong Lok Street,Excellent Court,YAU TSIM MONG,
Multiple Ownership,深旺道8號,油尖旺,君匯港,共有業權,8 Sham Mong Road,Harbour Green,YAU TSIM MONG,
Multiple Ownership,元朗洪順路18號,元朗,溱林,共有業權,"18 Hung Shun Road, Yuen Long",The Woodsville,YUEN LONG,
Multiple Ownership,屯喜路2號,屯門,屯門栢麗廣場,共有業權,2 Tuen Hi Road,Tuen Mun Parklane Square,TUEN MUN,
Multiple Ownership,"屯盛街1號, 屯順街1號, 屯隆街3號 及屯仁街2號",屯門,屯門市廣場(第一期),共有業權,"1 Tuen Shing Street, 1 Tuen Shun Street, 3 Tuen Lung Street & 2 Tuen Yan Street",Tuen Mun Town Plaza (Phase I),TUEN MUN,
Single Ownership,鳳翔路2-6號,元朗,交通廣場,單一業權,2 - 6 Fung Cheung Road,Transport Plaza,YUEN LONG,
Multiple Ownership,科學館道1號,油尖旺,康宏廣場,共有業權,1 Science Museum Road,Concordia Plaza,YAU TSIM MONG,
Multiple Ownership,青山村165號,屯門,曉巒,共有業權,165 Tsing Shan Tsuen,The Hill Grove,TUEN MUN,
Multiple Ownership,丹桂村50號,元朗,丹桂軒,共有業權,50 Tan Kwai Tsuen,The Verdancy,YUEN LONG,
Single Ownership,大角咀道 88號,油尖旺,麗悅酒店,單一業權,88 Tai Kok Tsui Road,Cosmo Hotel,YAU TSIM MONG,
Multiple Ownership,青楊街 3 號,屯門,大興工業中心,共有業權,3 Tsing Yeung Circuit,Tai Hing Industrial Building,TUEN MUN,
Multiple Ownership,樂翠街6 - 18號,屯門,青麗灣別墅,共有業權,6 - 18 Lok Chui Street,The Castle Bay,TUEN MUN,
Multiple Ownership,安景街1 - 3號,沙田,濱景花園,共有業權,1 - 3 On King Street,Ravana Garden,SHA TIN,
Multiple Ownership,馬鞍山錦英路6號,沙田,富寶花園,共有業權,"6 Kam Ying Road,Ma On Shan",Saddle Ridge Garden,SHA TIN,
Multiple Ownership,駿景路1號,沙田,駿景園,共有業權,1 Tsun King Road,Royal Ascot,SHA TIN,
Multiple Ownership,安邦路6號,大埔,大埔中心(第5期),共有業權,6 On Pong Road,"Tai Po Centre,(Phase 5)",TAI PO,
Multiple Ownership,安邦路8號,大埔,大埔中心(第4期),共有業權,8 On Pong Road,"Tai Po Centre,(Phase 4)",TAI PO,
Multiple Ownership,碧田街8號,沙田,翠景花園,共有業權,8 Pik Tin Street,Park View Garden,SHA TIN,
Multiple Ownership,安景街21 - 23號,沙田,碧濤花園2期,共有業權,21 - 23 On King Street,Pictorial Garden Phase,SHA TIN,
Multiple Ownership,圓洲角翠欣街8號,沙田,欣廷軒,共有業權,"8 Chui Yan Street, Yuen Chau Kok",Prima Villa,SHA TIN,
Multiple Ownership,安邦路8 - 10號,大埔,大埔中心(第2期),共有業權,8 - 10 On Pong Road,"Tai Po Centre,(Phase 2)",TAI PO,
Multiple Ownership,寶湖里3號,大埔,大埔中心(第3期),共有業權,3 Po Wu Lane,"Tai Po Centre,(Phase 3)",TAI PO,
Multiple Ownership,樂景街28號,沙田,御龍山,共有業權,28 Lok King Street,Palazzo,SHA TIN,
Multiple Ownership,西沙路530號,大埔,帝琴灣-凱弦居,共有業權,530 Sai Sha Road,Symphony Bay Villa Concerto,TAI PO,
Multiple Ownership,安邦路9號,大埔,大埔中心(第1期),共有業權,9 On Pong Road,"Tai Po Centre,(Phase 1)",TAI PO,
Multiple Ownership,安邦路3號,大埔,大埔中心,共有業權,3 On Pong Road,Tai Po Centre,TAI PO,
Single Ownership,南灣道17號,南區,南灣道17號,單一業權,17 South Bay Road,17 South Bay Road,SOUTHERN,
Multiple Ownership,橫壆街1 - 15號,沙田,好運中心,共有業權,1 - 15 Wang Pok Street,Lucky Plaza,SHA TIN,
Multiple Ownership,安埔里2號,大埔,新興花園,共有業權,2 On Po Lane,Sun Hing Garden,TAI PO,
Multiple Ownership,馬鞍山鞍駿街1號,沙田,馬鞍山中心,共有業權,"1 On Chun Street,Ma On Shan",Ma On Shan Centre,SHA TIN,
Single Ownership,大埔公路 - 大埔滘段4130號,大埔,史提福樓,單一業權,"4130 Tai Po Road - Tai Po Kau, Tai Po",Strafford House,TAI PO,
Multiple Ownership,樂翠街 3 號,屯門,栢濤居,共有業權,3 Lok Chui Street,Kings Park Villa,TUEN MUN,
Multiple Ownership,屯隆街1號,屯門,錦華花園,共有業權,1 Tuen Lung Street,Kam Wah Garden,TUEN MUN,
Single Ownership,山南路33號,大埔,香港國際創價學會文化康樂中心,單一業權,33 Shan Nam Road,Soka Gakkai International of Hong Kong Cultural and Recreational Centre,TAI PO,
Multiple Ownership,灣仔堅尼地道9M號,灣仔,皇朝閣,共有業權,"9M Kennedy Road, Wan Chai",Royal Court,WAN CHAI,
Multiple Ownership,新潭路75號,元朗,意花園,共有業權,75 San Tam Road,Crescendo,YUEN LONG,
Multiple Ownership,洪水橋洪堤路2號,元朗,錦珊園,共有業權,"2 Hung Tai Road,Hung Shui Kiu",Coronet Court,YUEN LONG,
Multiple Ownership,元朗天水圍天恩路2號,元朗,柏慧豪園,共有業權,"Tin Yan Road, Tin Shui Wai,Yuen Long",Central Park Towers 2,YUEN LONG,
Multiple Ownership,北角英皇道1號,灣仔,栢景臺,共有業權,"1 King's Road, North Point",Park Towers,WAN CHAI,
Multiple Ownership,井財街15號,屯門,金銘大厦,共有業權,15 Tseng Choi Street,Kam Men Mansion,TUEN MUN,
Multiple Ownership,屯門鄉事會路153號,屯門,康麗花園,共有業權,153 Tuen Mun Heung Sze Wui Road,Hong Lai Garden,TUEN MUN,
Multiple Ownership,青山灣青山公路333號,屯門,恆福花園,共有業權,"333 Castle Peak Road, Castle Peak Bay",Hanford Garden,TUEN MUN,
Single Ownership,灣仔謝菲道238號,灣仔,世紀香港酒店,單一業權,"238 Jaffe Road,Wan Chai",Novotel Century Hong Kong Hotel,WAN CHAI,
Multiple Ownership,洪水橋洪堤路8號,元朗,雅珊園,共有業權,"8 Hung Tai Road,Hung Shui Kiu",Aster Court,YUEN LONG,
Multiple Ownership,新潭路83號,元朗,夏威夷豪園,共有業權,83 San Tam Road,Casa Paradizo,YUEN LONG,
Multiple Ownership,洪水橋洪堤路3號,元朗,麗珊園,共有業權,"3 Hung Tai Road,Hung Shui Kiu",Beauty Court,YUEN LONG,
Multiple Ownership,黃泥涌峽道8號,灣仔,蔚豪苑,共有業權,"8 Wong Nai Chung,Gap Road",Nicholson Tower,WAN CHAI,
Multiple Ownership,洪水橋大街63號,元朗,頤景居,共有業權,63 Hung Shui Kiu Main Street,Bellevue Court,YUEN LONG,
Multiple Ownership,跑馬地山村道49號,灣仔,駿愉居,共有業權,"49 Village Road,Happy Valley",Le Village,WAN CHAI,
Multiple Ownership,良德街9號,屯門,盈豐園,共有業權,9 Leung Tak Street,Goodrich Garden,TUEN MUN,
Multiple Ownership,灣仔堅尼地道9L號,灣仔,萬信臺,共有業權,"9L Kennedy Road,Wan Chai",Monmouth Place,WAN CHAI,
Multiple Ownership,灣仔李節街1號,灣仔,李節花園,共有業權,"1 Li Chit Street, Wan Chai",Li Chit Garden,WAN CHAI,
Multiple Ownership,圓州角路15 - 17號,沙田,翠麗花園,共有業權,15 - 17 Yuen Chau Kok Road,Green Leaves Garden,SHA TIN,
Multiple Ownership,龍門路45號,屯門,富健花園,共有業權,45 Lung Mun Road,Glorious Garden,TUEN MUN,
Multiple Ownership,彌敦道700號,油尖旺,彌敦道700號,共有業權,700 Nathan Road,700 Nathan Road,YAU TSIM MONG,
Single Ownership,新潭路81號,元朗,新潭路81號,單一業權,81 San Tam Road,81 San Tam Road,YUEN LONG,
Multiple Ownership,灣仔莊士敦道60 - 66號,灣仔,嘉薈軒,共有業權,"60 - 66 Johnston Road,Wanchai",J Residence,WAN CHAI,
Single Ownership,麽地道69號,油尖旺,帝苑酒店,單一業權,69 Mody Road,The Royal Garden Hotel,YAU TSIM MONG,
Multiple Ownership,棉登徑8號,油尖旺,豪峰軒,共有業權,8 Minden Avenue,The Pinnacle,YAU TSIM MONG,
Single Ownership,灣仔皇后大道東183號,灣仔,合和中心,單一業權,"183 Queen's Road East, Wan Chai",Hopewell Centre,WAN CHAI,
Single Ownership,北京道1號,油尖旺,北京道1號,單一業權,1 Peking Road,One Peking,YAU TSIM MONG,
Multiple Ownership,海輝道8號,油尖旺,浪澄灣,共有業權,8 Hoi Fai Road,The Long Beach,YAU TSIM MONG,
Multiple Ownership,櫸樹街 88號,油尖旺,奧柏·御峯,共有業權,88 Beech Street,Park Summit,YAU TSIM MONG,
Multiple Ownership,海輝道18號,油尖旺,一號銀海,共有業權,18 Hoi Fai Road,One Silver Sea,YAU TSIM MONG,
Multiple Ownership,灣仔告士打道39號,灣仔,夏慤大廈,共有業權,"39 Gloucester Road, Wan Chai",Harcourt House,WAN CHAI,
Multiple Ownership,春暉道8 - 10號,灣仔,愉富大廈,共有業權,8 - 10 Chun Fai Road,Elm Tree Towers,WAN CHAI,
Multiple Ownership,海庭道18號,油尖旺,奧海城二期,共有業權,18 Hoi Ting Road,Olympian City Two,YAU TSIM MONG,
Multiple Ownership,福利街8號,油尖旺,港灣豪庭,共有業權,8 Fuk Lee Street,Metro Harbour View,YAU TSIM MONG,
Multiple Ownership,港灣道23及25號,灣仔,鷹君中心及海港中心,共有業權,23 & 25 Harbour Road,Great Eagle Centre & Harbour Centre,WAN CHAI,
Single Ownership,銅鑼灣軒尼詩道502號,灣仔,黃金廣場,單一業權,"502 Hennessy Road, Causeway Bay",Goldmark,WAN CHAI,
Single Ownership,灣仔茂蘿街1-11號及巴路士街6-12號,灣仔,動漫基地,單一業權,"1-11 Mallory Street & 6-12 Burrows Street, Wan Chai",Comix Home Base,WAN CHAI,
Multiple Ownership,北角天后廟道18號,灣仔,傲龍軒,共有業權,"18 Tin Hau Temple Road, North Point",Dragon Pride,WAN CHAI,
Single Ownership,港灣道26號,灣仔,華潤大廈,單一業權,26 Harbour Road,China Resources Building,WAN CHAI,
Single Ownership,灣仔港灣道18號,灣仔,中環廣場,單一業權,"18 Harbour Road,Wan Chai",Central Plaza,WAN CHAI,
Single Ownership,灣仔告士打道138號,灣仔,聯合鹿島大廈,單一業權,"138 Gloucester Road, Wan Chai",Allied Kajima Building,WAN CHAI,
Multiple Ownership,灣仔肇輝臺八號,灣仔,灣仔肇輝臺八號,共有業權,"8 Shiu Fai Terrace, Wanchai","8 Shiu Fai Terrace, Wanchai",WAN CHAI,
Multiple Ownership,海輝道 11號,油尖旺,奧海城一期,共有業權,11 Hoi Fai Road,Olympian City One,YAU TSIM MONG,
Multiple Ownership,廣東道28號及北京道8號,油尖旺,力寶太陽廣場及香港朗廷酒店,共有業權,28 Canton Road and 8 Peking Road,Lippo Sun Plaza & Langham Hotel Hong Kong,YAU TSIM MONG,
Multiple Ownership,松街1號,油尖旺,形品·星寓洋,共有業權,1 Larch Street,Lime Stardom,YAU TSIM MONG,
Multiple Ownership,河內道18號,油尖旺,K11,共有業權,18 Hanoi Road,K11,YAU TSIM MONG,
Multiple Ownership,柯士甸道西1號,油尖旺,九龍站物業發展,共有業權,1 Austin Road West,Kowloon Station Development,YAU TSIM MONG,
Multiple Ownership,京士栢山道1至98號,油尖旺,京士栢山,共有業權,1 to 98 King's Park Hill Road,King's Park Hill,YAU TSIM MONG,
Multiple Ownership,金巴利道26號,油尖旺,金巴利道26號,共有業權,26 Kimberley Road,Kimberley 26,YAU TSIM MONG,
Multiple Ownership,豉油街12號及新填地街354號交界處,油尖旺,豉油街12號及新填地街354號交界處,共有業權,Junction of 12 Soy Street and 354 Reclamation Street,Junction of 12 Soy Street and 354 Reclamation Street,YAU TSIM MONG,
Multiple Ownership,屯利街1號,屯門,華都花園,共有業權,1 Tuen Lee Street,Waldorf Garden,TUEN MUN,
Multiple Ownership,康寶路88號,屯門,茵翠豪庭,共有業權,88 Hong Po Road,Villa Pinada,TUEN MUN,
Multiple Ownership,良德街12號,屯門,海麗花園,共有業權,12 Leung Tak Street,Venice Garden,TUEN MUN,
Multiple Ownership,荔枝角道863號,深水埗,泓景臺,共有業權,863 Lai Chi Kok Road,Banyan Garden,SHAM SHUI PO,
Single Ownership,沙田正街18號,沙田,新城巿廣場(第一期),單一業權,18 Sha Tin Centre Street,New Town Plaza (Phase I),SHA TIN,
Multiple Ownership,青山公路249-251號,元朗,元朗廣場,共有業權,249 - 251 Castle Peak Road,Yuen Long Plaza,YUEN LONG,
Multiple Ownership,元朗安寧路38號,元朗,世宙,共有業權,"38 On Ning Road, Yuen Long",Yuccie Square,YUEN LONG,
Multiple Ownership,海輝道10及12號,油尖旺,瓏璽,共有業權,10 & 12 Hoi Fai Road,Imperial Cullinan,YAU TSIM MONG,
Multiple Ownership,將軍澳唐俊街21號,西貢,海翩匯,共有業權,"21 Tong Chun Street, Tseung Kwan O",The Papillons,SAI KUNG,
Multiple Ownership,屯隆街2號,屯門,屯門時代廣埸,共有業權,2 Tuen Lung Street,Tuen Mun Trend Plaza,TUEN MUN,
